,_id,Text_without_authors
10,6043e41b310924997d8b3891,"Diponagalo tša epiki ya Sesotho sa Leboa  serudu le groenewald ke borateori ba babedi bao ba ilego ba leka go laetša thulaganyo ya epiki ya sesotho sa leboa. le ge go le bjalo, borateori ba ba a fapana ge ba hlaloša dikgopolo tša epiki, seretotumišo, seretokanegelo le thetogale. serudu, o gatelela gore thetogale le thetokanegelo di a swana, mola groenewald yena a bolela gore le ge di tswalana, ga di swane ka gobane thetogale e lebane le (a) bophelo goba lefase ka bophara le (b) mongwalelo woo o phagamego, mola thetokanegelo e lebane le batho/bophelo bjoo bo tlwaelegilego gammogo le mathata a bona ao a tlwaelegilego go tikologo yeo e itšego moo go yona baanegwa, ditiragalo le lefelo di kgathago tema ye bohlokwa. ka go realo, dipolelo tša mohuta wo tša go thulana, di ka hlola tlhakahlakano ge dikgopolo tša go swana le tše di hlalošwa. ka fao nyakišišo ye e tla lebelela dipharologantšho tša epiki ya sesotho sa leboa ka go di nepiša le sebilwane (1961), leduleputswa (1953), ga se ya lešaka le (1973) le maletsoge (1985) go lebeletšwe mehlala le tirišo go tšwa diretong tša mohuta wo. serudu and groenewald are two theorist who have attempted to indicate the structure of the sesotho sa leboa epic narrative. however, in their definition of the concept epic narrative, praise poetry, narrative poetry and heroic poetry they differ from each other. serudu, in his argument, asserts that epic poetry and epic narrative are synonymous, while groenewald argues that they are related to each other, but they are not synonyms, because epic narrative focus on (a) life or the world a a whole and (b) a style that is elevated, while heroic poetry is aimed at ordinary people/life and their ordinary problem in a certain environment wherein characters, event and milieu play a significant role. a a result, such conflicting statement may cause confusion when concept such a these are under discussion. this study will focus on the characteristic feature of sesotho sa leboa epic poetry by aligning them to sebilwane (1961), leduleputswa (1953), ga se ya lešaka le (1973) and maletsoge (1985) focusing on the example and application from these poems. "
11,6043e41b310924997d8b3892,"Songs by female diviner initiate from Zwelibomvu in KwaZulu-Natal, South Africa : a response to patriarchal abuse in their society indigenous society that are steeped in patriarchy have various avenue through which they deal with the abuse characteristic of relation in some of these communities. one such route is song which allow woman to voice that which, bound by societal expectations, they would not normally be able to say. this article present the case of several young female diviner initiate in zwelibomvu, kwazulu-natal who have experienced different form of abuse. these initiates, under the guise of being possessed and through song that are supported by personal-experience narratives, open up about the ordeal they suffer under patriarchal power in their families."
12,6043e41b310924997d8b3893,"Reconstructing the origin of the Luganda (JE15) modal auxiliary -sóból- and -yînz- : a historical-comparative study across the West Nyanza Bantu cluster in this article, a comparison is made of the expression of possibility in west nyanza bantu language in order to reconstruct the origin of luganda’s two most frequent possibility markers, viz. the near-synonymous auxiliary -sóból- and -yînz-. earlier luganda diachronic corpus-driven analysis showed that -yînz- ha been involved in expressing all possibility category since the 1890s, which is when luganda wa first reduced to writing, while -sóból- acquired deontic possibility a a meaning only in the 1950s. although this would suggest that -yînz- is the possibility marker with the greatest time depth in luganda and across west nyanza, with -sóból- a relative newcomer, the comparative data which is presented in this article indicates the opposite. it is shown that while -yînz- only exists in some west nyanza language (namely in the subgroup which includes luganda, lusoga and lugwere), -sóból- is attested in all west nyanza language a well a in other great lake bantu language outside west nyanza. the fact that the cognate of -sóból- in all great lake bantu language carry a dynamic modal meaning ‘be able’ suggests that it modal usage is older in any of the individual language considered here than what language-internal luganda data seems to suggest."
13,6043e41b310924997d8b3894,"Language learning application for Sepedi : a user experience study being a multilingual country rich in culture and diversity, south africa ha resident who use a variety of the 11 official language for daily communication. multilingual communication occurs especially in hospital and clinics. people visiting healthcare facility often struggle to locate a health professional that share the same language or even a language which is similar to their own and thus intelligible to them. the research which is reported on here aimed to assist the university of pretoria in it endeavour to address this situation by teaching student an additional language. this wa done by providing three custom-designed, mobile-assisted sepedi language learning application to student from the faculty of health science enrolled for the sepedi language module, sepedi for beginners. the application were specifically designed to assist student with the acquisition of vocabulary related to healthcare. the student used the application a supplementary tool and gave feedback through a questionnaire, to establish whether the student perceived the mobile application to be useful a a supplement to the course material and whether they had a clear preference for a specific application. the result of this study show a positive response to the applications, including strong preference expressed by the participants."
14,6043e41b310924997d8b3895,"The diachronic semantics of the dissociative past completive construction in the Kikongo language cluster (Bantu) this article aim to give a semantic study of the reflex of one specifictense/aspect form, namely the so-called *-a-b-a construction, in a cluster of about40-odd kikongo language variety spoken in a wide area around the mouth of thecongo river in central africa. we first present a detailed analysis of the multipleuses of these cognate construction at sentence level, in order to arrive at a formaland semantic reconstruction for the most recent common ancestor of the kikongolanguage cluster, namely proto-kikongo. the analysis departs from the overallaspectual meaning of the linguistic expression in which the tense-aspect constructionis used. therefore, we also take into consideration the contribution of differentaspectual tiers, such a lexical and grammatical aspect, adverbial and taxi constructions.through the discussion of themultiple us of the -a-b-a construction,weargue that it overall meaning is complex, combining both temporal and aspectualsemantics. it is furthermore shown that a lexical-aspect distinction between statesof-affairs with transitional versus non-transitional temporal structure is crucial inorder to understand the various us of the -a-b-a construction. methodologically, the formal and semantic reconstruction to proto-kikongo are based on a thoroughcomparison of a multitude of existing data sources, some of which several centuriesold, a well a original fieldwork. this bottom-up approach ha rarely been pursuedover the past half century in bantu grammatical reconstructions."
15,6043e41b310924997d8b3896,"Tladi wa Dikgati : Sengwalo sa phatose [‘pathos’]  ka lebaka la gore ditiragalo tša phatose di fela di hlakahlakanywa bobading le bosekaseking bja masetlapelo, taodišwane ye e yo ahlaahla kanegelo ya phatose ge e nepiša mohuta wa sengwalo sa kwešišano sa go lebana le phatose. bjale ditiragalo tša phatose di tlo hlalošwa ge di lebane le kwelobohloko le manyami a magolo a go nyalana le lehu la molwantšhwa yoo karolo ya setšhaba le mmadi ba ikgwerantšego le yena. moanegwa yoo o welwa ke matshwenyego a magolo ka kudu go feta moanegwagolo wa masetlapelo.tlhalošo ya ditiragalo tša sengwalo sa phatose, e yo kgonthišwa ka go sekaseka kanegelo ya go ngwalwa ke phatudi ka ngwaga wa 1964 gore go tle go gatelelwe tharollo ya kgakanego le tlabego tšeo di felago di rotoša hlogo ya go lebana le go ba gona ga kwelobohloko dingwalong tša mohuta wo wa masetlapelo le phatose. nyakišišo e yo kgonthiša ge tlhokofalo ya tladi (moanegwathwadi wa phatose) e tsoša tlabego le kgakanego ka tsela ya kwelobohloko ye kgolo go setšhaba. narratives of pathos are often confused with tragic narratives. this article analysis a novel of pathos, phatudi novella tladi wa dikgati a a moral narrative. pathos is explained in term of how it evokes pity for the protagonist pain, which culminates in the death of the main character, who is a loyal and much appreciated member of society and ha captured the esteem of the readers.the main character in a narrative of pathos experience serious problem which differ from those experienced by the main character of tragic narratives. a detailed explanation of pathos is given in an analysis of phatudi novella in order to solve the confusion that emanates from the pity shown by reader of the two type of narrative (tragic narrative and narrative of pathos). the discussion focus on the death of the protagonist of pathos. "
16,6043e41b310924997d8b3897,"Direct user guidance in e-dictionaries for text production and text reception — the verbal relative in Sepedi a a case study  this article introduces a prototype of a writing (and learning) assistant for verbal relative clause of the african language sepedi, accessible from within a dictionary or from a word processor. it is an example of how a user support tool for complicated grammatical structure in a scarcely resourced language can be compiled. we describe a dynamic light-weight tool aimed at combining user-knowledge with text production support, i.e., user-involved interactive text production of the complicated verbal relative in sepedi. in this article, the focus is on access in a dictionary use situation. although the tool is intended a a writing assistant to support user in text production; it also satisfies text reception and cognitive needs, but it focus is on solving text production issue related with the interaction between lexical item and complex grammatical structure in the african (bantu) language and for learning by user and/or training user in this interaction. hierdie artikel stel  prototipe van  skryf- en (leer)hulpmiddel bekend vir werkwoordrelatiewe konstruksies in die afrikataal sepedi, wat vanuit  woordeboek of  woordverwerker toeganklik is. dit dien a voorbeeld van hoe  gebruikershulpmiddel vir ingewikkelde grammatikale strukture in  hulpbronbeperkte taal saamgestel kan word. ons beskryf  dinamiese liggewig hulpmiddel wat gemik is op die kombinering van gebruikerskennis met teksproduksie-ondersteuning, dit wil sê, gebruikersbetrokkenheid by interaktiewe teksproduksie van die ingewikkelde werkwoordrelatiewe in sepedi. in hierdie artikel is die fokus op toegang tydens  woordeboekgebruiksituasie. hoewel die werktuig bedoel is a  skryfhulpmiddel om gebruikers in die produksie van teks te ondersteun, voldoen dit ook aan teksresepsie- en kognitiewe behoeftes. die fokus is egter op die oplossing van teksproduksiekwessies wat verband hou met die interaksie tussen leksikale item en komplekse grammatikale strukture in die afrikatale asook op die aanleer van taal deur gebruikers en/of die opleiding van gebruikers in hierdie interaksie. "
17,6043e41b310924997d8b3898,"Afrikataalleksikografie : gister, vandag en more  hierdie artikel het ten doel om  perspektief te bied op afrikataalleksikografie se reaksie op ontwikkelings in die internasionale leksikografiepraktyk met betrekking tot nuwe tendense en veranderinge wat hoofsaaklik deur die elektroniese era teweeg gebring word. die ont-wikkeling van die afrikataalleksikografie sal met dié van hoofsaaklik engelse papier- en elektro-niese woordeboeke vergelyk word. drie tydperke van leksikografiese ontwikkeling word onder-skei. daar word geargumenteer dat die algehele prentjie vir die ontwikkeling van afrikataalleksi-kografie minder gunstig is a dié van engels en tale soos duits en frans. die fokus is op die beskik-baarheid van woordeboeke, leksikografiese gehalte, die gebruik van nuwe beskikbare rekenaarteg-nologieë en die gebruik van inligtingsbronne van die inligtingsera. daar word tot die gevolgtrek-king gekom dat die leksikografiepraktyk in die afrikatale in die meeste gevalle nie tred hou met internasionale ontwikkelings in die leksikografie nie en dat die aantal uitdagings vir dié tale toege-neem het. ten slotte word  aantal stukragte geïdentifiseer wat ten goede kan meewerk om die kwaliteit van afrikataalwoordeboeke te verbeter. this article aim to give a perspective on african language lexicography response to develop-ments in international lexicographic practice in relation to new trend and change mainly brought about by the electronic era. the development of african language lexicography will be compared to that of mainly english paper and electronic dictionaries. three period of lexicographic devel-opment are distinguished. it will be argued that the overall picture for the development of african language lexicography compare le favourably to that of english and language such a german and french. the focus will be on the availability of dictionaries, lexicographic quality, use of new computer technology and the use of information source made available by the information era. it will be concluded that in most instance african language lexicography is not keeping up with international development in lexicography and that the number of challenge for these language ha increased. finally a number of positive factor will be identified which could contribute to the improvement of the quality of dictionary for african languages. "
18,6043e41b310924997d8b3899,"From conditionality to modality in Luganda (Bantu, JE15) : a synchronic and diachronic corpus analysis of the verbal prefix -andi- this article offer a synchronic and diachronic analysis of the use and meaning of the verbal prefix -andi- in the great lake bantu language luganda (je15). on the basis of a text corpus of 4 million tokens, we show that the prefix, commonly described a a conditional marker, is primarily involved in the expression of modal meanings, specifically deontic necessity and epistemic possibility. our thirteen-decade diachronic corpus analysis show that there is a relationship between the increased use of -andi- outside syntactically complex conditional constructions, i.e. those having both a protasis and an apodosis, and an increase in it expression of modal meanings. moreover, a reduction in the use of -andi- in complex conditional construction go hand in hand with a reduction in it expression of conditional meanings. it is further revealed that contrary to the common cross-linguistic tendency to rely on modality a a source for conditionality, the conditional meaning of -andi- is not post-modal. instead it wa primarily a conditional marker, which subsequently developed different modal meanings."
19,6043e41b310924997d8b389a,"Phonemic awareness of English second language learner background : the pa skill of phonological blending and segmentation and auditory worddiscrimination relate directly to literacy and may be weak in english second language (el2)learners. in south africa, literacy skill have been found to be poor in especially el2 learners.objectives : the purpose of this paper is to determine the effect of vowel perception andproduction intervention on phonemic awareness (pa) and literacy skill of setswana firstlanguage (l1) learners. these learner are english second language (el2) learner in grade 3.method : the present study employed a quasi-experimental, pre-test–post-test design.results : the finding of low–literacy skill level concurred with previous investigations.however, post-test result of intervention in pa seemed to improve the literacy skill of el2learners.conclusion : pa skill should be a crucial part of the literacy curriculum in south africa."
20,6043e41b310924997d8b389b,"Language contact and linguistic change : the case of Afrikaans and English influence on isiNdebele adoption is an unavoidable type of linguistic behaviour that occurs when two or more language are in a state of contact with each other. adoption is the introduction of single word or short frozen phrase from one variety (i.e. language) into the other. adoption go together with adaptation. there are different level of adaptation, but this article focus on adoptives which are fully indigenised. a such they are incorporated into the grammatical system of the borrowing language, treated a part of it lexicon, assume it phonological and morphological characteristic and enter into it syntactic structures.  numerous study in african language have illustrated that lesser developed language have benefitted from the adoption of item from other languages. isindebele, a one of the lesser developed indigenous language of south africa, ha been in close contact with afrikaans and english for many year and ha adopted and adapted item from a number of word categories, such a nouns, verbs, adjectives, adverbs, relative and conjunctions. this article investigates and discus the adoption and adaptation of afrikaans and english word by isindebele. the discussion focus mainly on the various word category in afrikaans and english that isindebele ha adopted item from, lexicalisation of afrikaans phrase and the syntactic influence of afrikaans on isindebele."
21,6043e41b310924997d8b389c,"Illustrations of the IPA : Lusoga (Lutenga) lusoga is an interlacustrine bantu language spoken in the eastern part of uganda in the region of busoga, which is surrounded by the victoria nile in the west, lake kyoga in the north, the river mpologoma in the east and lake victoria in the south. according to the 2002 census, this language is spoken by slightly over two million people"
22,6043e41b310924997d8b389d,"Entre verbe et adverbe : Grammaticalisation et dégrammaticalisation du marqueur épistémique umeengo/umeenga en kirundi (bantou, JD62) la présente étude concerne l’évolution sémantique et formelle d’unadverbe épistémique du kirundi, umeengo/umeenga, le deux formes constituantdes variantes libres. elle est une de premières études s’inscrivant en linguistique decorpus pour le langues bantoues, une démarche rarement adoptée pour cettefamille de langues, de même qu’elle étudie une catégorie grammaticalegénéralement négligée dans le études linguistiques, c’est-à-dire l’adverbe. nousdécrivons le différents emplois de umeengo/umeenga : comme adverbe, maisaussi comme comparatif, et dans le emplois du verbe qui en émerge à l’étapesuivante dans son évolution. s origines sont éclairées par un indice retrouvé enkinyarwanda, langue proche du kirundi, ainsi que dans la variante dialectale dukirundi parlée à l’ouest du burundi, dans la région de l’imbo. d’après ce éléments,il apparaît que cet adverbe est formé par univerbation, plus précisément par fusiond’un verbe conjugué, umenya (du verbe -meny- « connaître ») et du quotatif ngo« que ». dans la suite du processus, à partir de cet adverbe épistémique, se forme unnouveau verbe, -meeng- « croire ; penser », différent de celui du départ, tant dans lesens qu’au niveau de la forme. une telle évolution au sein de l’adverbe, qui naît d’un verbe et débouche lui-même à la naissance d’un autre verbe, est rare dans leslangues du monde, de là l’intérêt de notre analyse. dans cette étude, nous nousinterrogeons sur la nature de processus à l’oeuvre. nous montrons que le changementsstructurels et sémantiques par lesquels l’adverbe umeengo/umeenga s’est formé sont à mettre sur le compte de la grammaticalisation. dans le même ordred’idée, nous analysons la formation du verbe -meeng- à partir de l’adverbe commele résultat d’une dégrammaticalisation."
23,6043e41b310924997d8b389e,"A critical analysis of multilingual dictionary  this article evaluates the lexicographic value of multilingual dictionaries. dictionary covering three or more language spoken in south africa are taken a a case in point. an attempt will be made to reflect on their merit and shortcoming a reference work and learning tool but the focus will be on presumed shortcoming in the macro and micro structure of such dictionary with special attention to the lemmatisation of common words, quality of the dictionary article and consistency in presentation. in hierdie artikel word die leksikografiese waarde van veeltalige woordeboeke geëvalueer. woordeboeke wat drie of meer tale wat in suid-afrika gepraat word leksikografies bewerk, dien a voorbeeld. daar sal gepoog word om hulle sterk punte en tekortkominge a naslaanbronne en aanleerhulpmiddels te omskryf. klem sal gelê word op veronderstelde tekortkominge in die makro- en mikrostrukture van sulke woordeboeke met spesifieke verwysing na die lemmatisering van algemeen gebruikte woorde, kwaliteit van die woordeboekartikels en konsekwentheid in die aanbieding. "
